Day,Temperature,MC(%),pH,C/N Ratio,Ammonia(mg/kg),Nitrate(mg/kg),TN(%),TOC(%),EC(ms/cm),OM(%),T Value,GI(%),Score,Batch,Synthetic,Source
0.0,35.463,60.0,5.7345,26.7755,2515.0,325.49,1.80632,48.36512116,1.7846,83.38146888,1.0,32.8821,28.04209542,1,0,original
3.0,41.866,56.8814,7.1327,23.0494,3449.1,302.42,1.92498,44.36963401,2.4366,76.49324904,0.8608392,39.4615,36.18532839,1,0,original
6.0,59.134,53.0847,7.9646,20.4697,5197.6,243.4,1.83675,37.59772148,3.0118,64.81847182,0.76449366,30.5469,37.07403652,1,0,original
9.0,53.119,49.4237,8.177,18.75,1940.1,203.99,1.7855,33.478125,3.1566,57.7162875,0.700267035,63.1219,51.24693288,1,0,original
12.0,38.955,45.2203,8.0177,17.0303,814.4,200.52,1.91893,32.67995358,3.5596,56.34023997,0.63604041,79.4691,59.69828181,1,0,original
15.0,37.403,41.2881,7.5044,16.242,263.5,309.81,2.12992,34.59416064,4.0488,59.64033294,0.606599317,87.21,63.65957139,1,0,original
20.0,28.478,32.4746,7.4159,15.5255,167.7,420.59,2.24149,34.800253,3.7828,59.99563616,0.579839779,94.5193,67.3564732,1,0,original
25.0,26.925,25.9661,7.3451,14.9522,167.7,497.05,2.24961,33.63661864,3.5742,57.98953054,0.558428414,95.4555,68.58256116,1,0,original
0.0,35.56161086477332,59.88315765202477,5.7345,26.72390669273903,2499.105558087489,326.98230759431766,1.806652959072507,48.36512116,1.7950230718694615,83.38146888,1.0,33.08852732833522,28.218719176818727,1,1,smote_smogn
1.7857142857142858,38.63705088822593,58.2302354955462,6.457258070801846,24.879434692841464,2975.8916016825347,314.11304916070145,1.8689722834713305,46.55767415570186,2.0986174108846747,79.80112481878676,0.931346975428507,36.582903496999975,31.871739252374592,1,1,smote_smogn
3.571428571428572,41.99458326355044,56.94670003650436,7.132527607806889,23.12516699401575,3412.402332238915,301.8770999145499,1.9225720802640995,44.38724709844542,2.455083989143062,76.43723168966464,0.8590189042089356,40.41006589116212,35.88301909284361,1,1,smote_smogn
5.357142857142858,50.8023616104061,54.79436421295231,7.535140474133745,21.78417811228797,4283.671246009997,273.0766077216647,1.8797411759525295,41.00966190494203,2.705728439613109,70.79735848759508,0.8132881286147503,34.88148402674119,36.76588277110418,1,1,smote_smogn
7.142857142857143,59.08751437717029,52.791225804083055,7.97510588725332,20.34333783525895,5197.6,239.7912213800307,1.8354051373838127,37.59021066016831,3.019532751741126,64.60438303832474,0.7652781588170197,30.5469,37.01095373839981,1,1,smote_smogn
8.928571428571429,56.08001763653163,51.55875920603284,8.055206874868714,19.6330780313106,3613.83713964773,223.29614730794356,1.8061053988357496,35.34433914948246,3.113062647709779,61.30694260745827,0.7304681657243786,46.38956334394135,44.3620446025384,1,1,smote_smogn
10.714285714285715,53.43251541012919,49.37678408653199,8.177,18.722400044089287,1937.7113893357075,204.63840026603688,1.7865156409330898,33.47545002529535,3.143548148750827,57.94364367240958,0.7052613556209162,62.71392199868184,51.38052624621726,1,1,smote_smogn
12.5,46.18935604188056,47.336032240766464,8.072320274483202,17.84163305099046,1410.537673028006,204.93837484655927,1.8531103740785773,33.08511589273416,3.350638149745751,56.748668232347306,0.6694220823760961,71.25694225945091,55.452047991528175,1,1,smote_smogn
14.285714285714286,38.86179694769052,44.92423986227056,8.000735852905004,17.074140600988923,826.3956423772654,200.52,1.918947538264948,32.92846913009161,3.5609130611779727,56.372354019697774,0.6328515189596791,79.63970645519728,59.45923483356754,1,1,smote_smogn
16.071428571428573,38.286712483659095,43.14107823858278,7.763564393947562,16.710044704617644,517.5510647978642,253.69703860904175,2.0236204070238157,33.61764988618857,3.797565927953992,58.03548883031965,0.6230773316220857,83.47792011051972,61.2512903987723,1,1,smote_smogn
17.857142857142858,37.31099936107627,41.31114951675291,7.513832003670097,16.308747527827926,275.4876675445241,308.89897242354465,2.125065525070509,34.62458363548179,4.028367606026829,59.776318282876446,0.6039902810552124,87.6236654990564,63.53352174302461,1,1,smote_smogn
19.642857142857142,32.848040356014,36.64217558282598,7.462338787280167,15.823600863520904,266.6174189976033,366.8620724779755,2.1842622598663346,34.69370476289436,3.916703423454209,59.60283713923465,0.5953264225678515,90.87115210711907,65.74978075167633,1,1,smote_smogn
21.42857142857143,28.526035894884405,32.552669379650666,7.414422891822764,15.503337858622542,167.7,421.1869050769086,2.2403145489474783,34.682345521913746,3.768802502178637,59.76596425890105,0.5829411172147604,95.24619685160268,67.41691113324798,1,1,smote_smogn
